Symbol	Bader_receptor	FANTOM5_receptor	CellTalk_receptor	Bader_ligand	FANTOM5_ligand	CellTalk_ligand
Adamts2	0	0	0	1	0	0
Pde1c	0	1	0	0	0	0
Pigr	1	0	0	0	0	0
Col3a1	0	0	0	1	1	1
Megf6	0	0	0	1	0	0
Hnf4g	1	0	0	0	0	0
Gpr17	1	0	1	0	0	0
Pth1r	1	1	1	0	0	0
Gpr15	1	0	0	0	0	0
Gpr12	1	0	0	0	0	0
Zp1	0	0	0	0	0	0
Adamts9	0	0	0	1	0	0
Zp3	1	0	0	0	1	1
Zp2	1	0	0	0	0	0
Gpr19	1	0	0	0	0	0
Gpr18	1	0	0	0	0	0
Ppbp	0	0	0	0	0	1
Serpina3k	0	0	0	1	0	0
Gng7	0	0	0	0	0	1
Adam9	1	0	0	0	1	1
Cav1	0	1	1	0	0	0
Serpina3n	0	0	0	1	0	0
Sprn	1	0	0	0	0	0
Ssc4d	1	0	0	0	0	0
Tac1	0	0	0	1	1	1
Tac2	0	0	0	1	1	1
Kitl	0	0	0	1	1	1
Adgrb3	1	0	0	0	0	0
Trem1	1	0	0	0	0	0
Trem2	1	1	1	0	0	0
Olfr1032	1	0	0	0	0	0
Prn	0	0	0	0	1	0
Pkd1l3	1	0	0	0	0	0
Robo1	1	1	1	0	0	0
Mmrn2	0	0	0	1	0	0
Mmrn1	0	0	0	1	0	0
Robo2	1	1	1	0	0	0
Robo4	1	1	1	0	0	0
Npnt	1	0	0	1	1	1
Runx1	0	0	0	0	0	0
Nxph3	0	0	0	1	1	1
Nxph2	0	0	0	1	1	1
Nxph1	0	0	0	1	1	1
H2-T-ps	1	0	0	0	1	0
Nxph4	0	0	0	1	0	0
Lhcgr	1	1	1	0	0	0
Olr1	1	1	1	0	0	0
Serpinb2	0	0	0	1	0	0
Nr0b2	1	0	0	0	0	0
Nr0b1	1	0	0	0	0	0
Mcam	0	1	1	0	0	0
Xylt1	0	0	0	1	0	0
Pglyrp3	0	0	0	1	0	0
Col5a3	0	0	0	1	1	0
Pglyrp1	0	0	0	1	0	0
Gpr31b	1	0	0	0	0	0
Ror1	1	1	1	0	0	0
Pglyrp4	0	0	0	1	0	0
Npffr2	1	1	1	0	0	0
Pdcd1lg2	1	0	0	0	0	1
Fcgrt	1	0	0	0	0	0
Dhrs7c	0	0	0	1	0	0
Papln	0	0	0	1	1	0
Slc40a1	1	1	1	0	0	0
Lrig1	0	0	0	0	0	1
Nrn1	1	0	0	0	0	0
Cd81	0	1	1	0	0	0
Cd80	1	0	1	0	0	0
Fam20a	0	0	0	1	0	0
Cd82	0	1	0	0	0	0
Ucma	0	0	0	1	0	0
Cd84	1	0	0	0	0	0
Ly6g5c	0	0	0	0	1	0
Ly6g5b	0	0	0	1	0	0
Egfl7	0	0	0	1	0	1
Egfl6	0	0	0	1	0	0
Cck	0	0	0	1	1	1
Wnt7a	0	0	0	1	1	1
Egfl8	0	0	0	1	1	0
Klk1b1	0	0	0	1	1	0
Ptn	1	0	0	1	1	1
Klk1b3	0	0	0	1	1	0
Slitrk5	1	0	0	0	0	0
Galp	0	0	0	1	1	1
Klk1b4	0	0	0	1	1	0
Pth	0	0	0	1	1	1
Fstl3	0	0	0	1	0	0
Klk1b8	0	0	0	1	1	0
Selenop	0	0	0	0	0	1
Ager	1	0	1	0	0	0
Vtcn1	1	1	0	0	0	0
Fetub	0	0	0	1	0	0
Sct	0	0	0	0	0	1
Fcgr4	1	0	0	0	0	0
Fcgr3	1	0	0	0	0	0
Fcgr1	1	1	1	0	0	0
Olfr1511	1	0	0	0	0	0
Muc3a	0	0	0	1	0	0
Wfdc6a	0	0	0	1	0	0
Ecm2	0	0	0	1	0	0
Ecm1	0	0	0	1	1	0
Amy2a4	0	0	0	1	0	0
Amy2a5	0	0	0	1	0	0
Mrgprx1	1	0	0	0	0	0
Amy2a3	0	0	0	1	0	0
Mrgprx2	1	1	0	0	0	0
Tmem219	1	0	0	0	0	0
Amh	0	0	0	1	1	1
Amn	1	0	0	0	0	0
Epha7	1	1	1	0	0	0
Epha6	1	1	1	0	0	0
Epha5	1	1	1	0	0	0
Epha4	1	1	1	0	0	0
Epha3	1	1	1	0	0	0
Epha2	1	1	1	0	0	0
Epha1	1	1	1	0	0	0
Atrn	1	1	1	0	0	0
Spag11b	0	0	0	1	0	0
Cytl1	0	0	0	1	0	0
Klk1b26	0	0	0	1	1	0
Adamts20	0	0	0	1	0	0
Klb	1	1	1	0	0	0
Clec5a	1	0	0	0	0	0
Thrb	1	0	0	0	0	0
Rspo3	0	0	0	1	1	1
Shank3	0	0	0	0	0	1
Ifna13	0	0	0	1	1	0
C2	0	0	0	1	0	0
Bmp3	0	0	0	1	1	1
Alpi	1	0	0	0	0	0
Alpl	0	0	0	0	0	0
Chil1	0	0	0	1	0	0
Tek	1	1	1	0	0	0
Olfr372	1	0	0	0	0	0
Olfr373	1	0	0	0	0	0
Olfr370	1	0	0	0	0	0
Nectin3	0	0	1	0	0	0
Efnb2	1	0	0	0	1	1
Gpr149	1	0	0	0	0	0
Gnb4	0	0	0	0	0	1
Cd69	1	0	0	0	0	0
C6	0	0	0	1	0	0
Cntn2	1	0	0	0	1	1
Cntn3	1	0	0	0	0	0
Cntn1	1	1	1	0	0	0
Cntn6	0	0	0	0	0	1
Cntn4	1	0	0	0	1	0
Cntn5	1	0	0	0	0	0
Itih1	0	0	0	1	0	0
Itih3	0	0	0	1	0	0
Itih2	0	0	0	1	1	0
Itih5	0	0	0	1	0	0
Itih4	0	0	0	1	0	0
Chrm4	1	0	0	0	0	0
Ryk	1	1	1	0	0	0
Olfr558	1	0	0	0	0	0
Olfr556	1	0	0	0	0	0
Olfr557	1	0	0	0	0	0
Olfr554	1	0	0	0	0	0
Lect2	0	0	0	1	0	0
Olfr552	1	0	0	0	0	0
Ncr1	1	0	0	0	0	0
Chrm2	1	0	0	0	0	0
H2-Bl	1	0	0	0	1	0
Thnsl2	0	0	0	1	0	0
Olfr152	1	0	0	0	0	0
Il9r	1	1	1	0	0	0
Olfr151	1	0	0	0	0	0
Sectm1a	0	0	0	1	0	0
Calml3	0	0	0	0	0	1
Olfr657	1	0	0	0	0	0
Sema3d	1	0	0	0	1	1
Marco	1	1	0	0	0	0
Colq	0	0	0	0	0	1
Lad1	0	0	0	0	0	0
Npvf	0	0	0	1	1	1
Olfr799	1	0	0	0	0	0
Gpr153	1	0	0	0	0	0
Lhb	0	0	0	1	1	1
Ace	0	0	0	1	1	0
Gpr152	1	0	0	0	0	0
Olfr222	1	0	0	0	0	0
Cpvl	0	0	0	1	0	0
Scrg1	0	0	0	1	0	0
Ccl21a	0	0	0	1	1	1
Acr	0	0	0	1	0	0
Ccl21c	0	0	0	0	0	1
Kel	0	1	1	0	0	0
Ccl21d	0	0	0	1	1	1
Chl1	0	0	0	0	0	0
Klk1b21	0	0	0	1	1	0
Klk1b22	0	0	0	1	1	0
Klk1b24	0	0	0	1	1	0
Oosp2	0	0	0	1	0	0
Amelx	0	0	0	1	1	1
Klk1b27	0	0	0	1	1	0
Bmp7	0	0	0	1	1	1
Bmp6	0	0	0	1	1	1
Bmp5	0	0	0	1	1	1
Bmp4	0	0	0	1	1	1
Farp2	0	0	0	0	1	0
Bmp2	0	0	0	1	1	1
Bmp1	0	0	0	1	0	0
Tmem52b	1	0	0	0	0	0
Ifna16	0	0	0	1	1	0
Rxra	1	0	0	0	0	0
Rxrb	1	0	0	0	0	0
Olfr658	1	0	0	0	0	0
Atrnl1	1	0	0	0	0	0
Olfr798	1	0	0	0	0	0
Tdgf1	0	0	0	1	1	1
Fat4	0	0	0	0	1	1
Olfr796	1	0	0	0	0	0
Pdyn	0	0	0	1	1	1
Olfr790	1	0	0	0	0	0
Alox5	0	1	1	0	0	0
Olfr792	1	0	0	0	0	0
